Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made,Sales_Growth,Satisfaction_Growth,Engagement_Score,ROI_index
Control,High Value,,158.8014561,74.79970835,72.24736114,No,158.8014561,-2.55234721,0,0
,Medium Value,192.8018746,233.5795792,81.99401483,71.05994804,Yes,40.7777046,-10.93406679,20.27856,21.15005608
,,136.8241022,215.5724376,58.79539554,69.95304725,Yes,78.7483354,11.15765171,14.71089,57.55443239
Treatment,Low Value,219.6897493,346.9834458,53.68017705,70.99440705,No,127.2936965,17.31423,13.48324,57.94248339
,High Value,223.0433771,281.3878305,74.04774192,55.87558486,Yes,58.3444534,-18.17215706,18.37146,26.1583438
Treatment,High Value,197.4813782,299.9679995,84.60447847,96.23340816,No,102.4866213,11.62892969,20.90507,51.89685338
Treatment,Medium Value,139.204339,208.4529439,77.17599713,71.89262261,No,69.2486049,-5.28337452,19.12224,49.74601036
Control,,344.9950728,403.219374,100,100,Yes,58.2243012,0,24.6,16.87685007
Control,Medium Value,,243.9920344,66.95004616,88.24533904,Yes,243.9920344,21.29529288,0,0
,Low Value,93.36606635,120.949033,61.33831532,72.17041644,Yes,27.58296665,10.83210112,15.3212,29.54281757
Treatment,Medium Value,144.2879574,220.6389963,70.36350665,65.28316057,No,76.3510389,-5.08034608,17.48724,52.91573897
Control,High Value,233.4979578,274.9784057,100,98.91692603,Yes,41.4804479,-1.08307397,24.6,17.76480115
Treatment,Low Value,129.1324022,212.9932981,35.57254353,,No,83.8608959,-35.57254353,9.13741,64.94179189
Control,Medium Value,152.2322181,177.7932507,61.13488205,71.81069976,No,25.5610326,10.67581771,15.27237,16.79081663
Treatment,Low Value,206.8080088,325.2252188,53.38587238,,No,118.41721,-53.38587238,13.41261,57.25948946
Control,Medium Value,221.3884697,266.2773778,70.24902619,64.76983593,No,44.8889081,-5.47919026,17.45977,20.2760822
Control,High Value,156.6909269,,89.74520612,95.70543033,Yes,-156.6909269,5.96022421,22.13885,-100
Treatment,,258.6131396,407.6881834,,92.86340084,Yes,149.0750438,92.86340084,0.6,57.6440331
Treatment,Low Value,123.8528212,207.0189326,,42.38369504,No,83.1661114,42.38369504,0.6,67.14914573
Treatment,Low Value,245.9158873,391.5958065,38.10807272,42.45256486,No,145.6799192,4.34449214,9.74594,59.23973469
Treatment,Low Value,185.7450732,291.0283602,53.84245419,,No,105.283287,-53.84245419,13.52219,56.68160409
Treatment,,192.8676309,301.4322064,56.6937256,53.1420131,Yes,108.5645755,-3.5517125,14.20649,56.28968168
Treatment,High Value,181.7968395,289.9840659,80.26378471,100,Yes,108.1872264,19.73621529,19.86331,59.50995996
Control,Low Value,129.6596723,159.6608567,57.83373607,64.44919195,Yes,30.0011844,6.61545588,14.4801,23.13840832
Treatment,Low Value,53.94851055,85.1905036,50.40522237,67.30375295,Yes,31.24199305,16.89853058,12.69725,57.91076108
Control,Low Value,149.1476033,185.6420506,48.05204125,45.09147664,,36.4944473,-2.96056461,12.13249,24.46867834
Control,Medium Value,184.6874195,225.8343027,,60.11346836,No,41.1468832,60.11346836,0.6,22.27920197
Treatment,Low Value,82.15597161,,62.8921045,64.42145249,Yes,-82.15597161,1.52934799,15.69411,-100
Control,Low Value,200.2490511,241.8897296,57.73197754,53.90137535,Yes,41.6406785,-3.83060219,14.45567,20.79444485
Treatment,Medium Value,172.4654923,278.2785415,64.5897336,,Yes,105.8130492,-64.5897336,16.10154,61.35317146
Treatment,Medium Value,242.8254318,375.5390569,56.92052905,51.67806266,Yes,132.7136251,-5.24246639,14.26093,54.65392324
Control,Low Value,132.2278823,,46.96548705,61.04796935,Yes,-132.2278823,14.0824823,11.87172,-100
Control,Low Value,213.1138852,252.2541552,42.92975502,43.06659171,Yes,39.14027,0.13683669,10.90314,18.36589388
Treatment,Medium Value,157.8804789,248.5835288,64.3636608,,,90.7030499,-64.3636608,16.04728,57.45045273
Treatment,High Value,189.4684506,,100,,No,-189.4684506,-100,24.6,-100
Control,Medium Value,191.2909265,226.7082688,78.73309138,83.38849348,Yes,35.4173423,4.6554021,19.49594,18.5149097
,High Value,193.1952165,236.2052287,99.58960614,100,,43.0100122,0.41039386,24.50151,22.26246228
Control,Low Value,187.1752286,228.2317079,41.76649849,42.20997038,,41.0564793,0.44347189,10.62396,21.93478251
Control,Low Value,75.31764378,99.09074749,44.390046,51.43612056,,23.77310371,7.04607456,11.25361,31.56379105
Treatment,,182.7681417,298.675878,95.60826526,100,Yes,115.9077363,4.39173474,23.54598,63.41791038
Treatment,Medium Value,175.4271485,262.8802246,73.29694354,71.1128721,Yes,87.4530761,-2.18407144,18.19127,49.85150636
Treatment,Low Value,75.04235233,123.7862516,47.76678288,39.4483005,No,48.74389927,-8.31848238,12.06403,64.95518565
Treatment,High Value,242.6337354,366.9067826,93.99491158,,Yes,124.2730472,-93.99491158,23.15878,51.21837118
Control,Medium Value,131.6198179,165.4104912,73.21691273,78.85539404,No,33.7906733,5.63848131,18.17206,25.67293728
Control,High Value,241.2979144,297.6322241,66.7806004,46.76579615,Yes,56.3343097,-20.01480425,16.62734,23.3463724
Treatment,,188.4915791,291.2054546,46.54598952,50.49052884,No,102.7138755,3.94453932,11.77104,54.49255399
Treatment,Medium Value,144.5403871,233.3347983,66.09082161,74.2275913,Yes,88.7944112,8.13676969,16.4618,61.43224948
,Medium Value,228.1938746,352.8988741,46.94379253,39.53384847,No,124.7049995,-7.40994406,11.86651,54.64870594
Treatment,Medium Value,203.8462203,316.8969556,79.51883294,80.33591218,Yes,113.0507353,0.81707924,19.68452,55.4588332
Treatment,,199.8853636,318.1985497,91.46265652,100,Yes,118.3131861,8.53734348,22.55104,59.19051999
Treatment,High Value,,436.3290497,82.70842822,,Yes,436.3290497,-82.70842822,0,0
Treatment,High Value,184.722377,300.3563944,69.07605914,80.91829977,Yes,115.6340174,11.84224063,17.17825,62.59881411
Treatment,High Value,249.5846334,388.1486519,73.90312267,80.71143707,Yes,138.5640185,6.8083144,18.33675,55.51784844
Treatment,High Value,177.8692712,287.5522823,49.47700254,53.76302483,Yes,109.6830111,4.28602229,12.47448,61.66495784
Control,Medium Value,272.1860013,323.0428862,,99.78044589,No,50.8568849,99.78044589,0.6,18.68460709
,Low Value,211.051154,318.7464462,53.96151611,62.63711913,No,107.6952922,8.67560302,13.55076,51.02805181
Control,Low Value,185.2554097,216.4101501,51.81317614,,No,31.1547404,-51.81317614,13.03516,16.81718253
Control,High Value,63.42774495,73.79279581,100,100,Yes,10.36505086,0,24.6,16.34150933
Treatment,High Value,225.0068049,362.4316236,73.09291477,100,No,137.4248187,26.90708523,18.1423,61.07585002
Treatment,Low Value,108.6030104,177.9904506,49.57480958,55.1550515,Yes,69.3874402,5.58024192,12.49795,63.89089947
Control,Medium Value,189.944828,230.546117,62.07390899,47.55058476,No,40.601289,-14.52332423,15.49774,21.37530641
Control,,268.7167512,312.7003892,100,100,Yes,43.983638,0,24.6,16.36802983
Treatment,Medium Value,217.0027581,358.2167925,67.10509086,69.84057395,No,141.2140344,2.73548309,16.70522,65.07476478
Control,Low Value,204.0596613,240.0220572,,,No,35.9623959,0,0.6,17.62347133
Treatment,Low Value,142.2644418,229.1371825,64.79510789,73.92144865,No,86.8727407,9.12634076,16.15083,61.06426849
Treatment,High Value,110.7271758,174.8189994,99.30274489,90.92455535,,64.0918236,-8.37818954,24.43266,57.88264998
Treatment,Medium Value,138.7441599,224.8025312,51.68582271,58.23785956,Yes,86.0583713,6.55203685,13.0046,62.02666214
Control,High Value,182.9979292,232.8733136,83.14172563,,Yes,49.8753844,-83.14172563,20.55401,27.25461682
Control,Low Value,166.1625793,203.9968413,52.39443542,68.98909278,No,37.834262,16.59465736,13.17466,22.76942387
,Medium Value,,387.7275099,68.79234586,71.97782091,Yes,387.7275099,3.18547505,0,0
Control,High Value,243.3586236,317.1428132,88.37158717,100,Yes,73.7841896,11.62841283,21.80918,30.31911855
,High Value,320.9677814,396.3730883,74.33713316,79.3865312,,75.4053069,5.04939804,18.44091,23.4931078
,High Value,142.4578728,164.3086958,100,100,No,21.850823,0,24.6,15.33844537
Control,Low Value,213.6049478,244.697602,54.22596717,57.46845926,Yes,31.0926542,3.24249209,13.61423,14.55614887
Control,High Value,250.4490901,308.492869,94.18380984,76.11779278,Yes,58.0437789,-18.06601706,23.20411,23.17587933
Control,,175.9912753,212.3029492,81.08628864,99.16151969,,36.3116739,18.07523105,20.06071,20.6326557
Control,High Value,,199.1400837,90.06866662,100,No,199.1400837,9.93133338,0,0
,Low Value,130.6675345,190.1798201,49.50446705,53.82340299,No,59.5122856,4.31893594,12.48107,45.54481404
Control,High Value,164.5690474,209.7070706,82.09914349,79.10626205,No,45.1380232,-2.99288144,20.30379,27.42801512
Control,Low Value,236.7965883,287.1567102,49.86612822,46.49786403,Yes,50.3601219,-3.36826419,12.56787,21.26724978
Control,Low Value,195.5662203,,,,,-195.5662203,0,0.6,-100
Control,Medium Value,223.4431468,272.0674832,49.40480834,52.80328614,Yes,48.6243364,3.3984778,12.45715,21.7613908
Control,Medium Value,185.2848038,229.5828312,59.78057218,70.90659501,No,44.2980274,11.12602283,14.94734,23.90807367
Control,High Value,,243.7704363,71.23203253,83.05214809,No,243.7704363,11.82011556,0,0
Control,Low Value,176.5553927,212.9131397,36.53312925,33.89772729,,36.357747,-2.63540196,9.36795,20.59282724
Control,Low Value,161.7492516,199.2765968,51.55116535,,Yes,37.5273452,-51.55116535,12.97228,23.200939
Treatment,Medium Value,176.7863401,278.4635286,69.64588969,,Yes,101.6771885,-69.64588969,17.31501,57.51416565
Control,Medium Value,188.2355134,226.2059372,,60.82534548,No,37.9704238,60.82534548,0.6,20.17176414
,High Value,139.1303106,173.8007772,83.84175469,94.8421871,,34.6704666,11.00043241,20.72202,24.91942011
Control,,203.8462203,243.7668889,,49.55899806,Yes,39.9206686,49.55899806,0.6,19.58371783
Control,Medium Value,,220.8088425,65.30686841,79.06585457,No,220.8088425,13.75898616,0,0
Treatment,High Value,,248.1663134,85.17589295,,Yes,248.1663134,-85.17589295,0,0
Treatment,Low Value,188.7927673,299.2045133,49.53331267,,No,110.411746,-49.53331267,12.488,58.48303808
Treatment,Low Value,242.3321385,381.2954688,56.47450622,60.45036347,No,138.9633303,3.97585725,14.15388,57.34416044
,Medium Value,240.3404761,362.1692548,67.51915646,76.40998912,Yes,121.8287787,8.89083266,16.8046,50.69007962
Treatment,High Value,176.5577281,270.3058718,,63.53255185,No,93.7481437,63.53255185,0.6,53.09772883
Treatment,Medium Value,215.0206431,320.1233839,62.8893372,,Yes,105.1027408,-62.8893372,15.69344,48.88030251
Treatment,High Value,237.6974014,377.3476747,76.12850694,79.88228196,No,139.6502733,3.75377502,18.87084,58.75128313
Treatment,Low Value,,,56.09827334,61.07179363,No,0,4.97352029,0,0
Treatment,High Value,191.5230436,301.586898,92.26979859,100,No,110.0638544,7.73020141,22.74475,57.46768239
Treatment,High Value,220.2144121,360.8578795,85.20836801,92.87040613,Yes,140.6434674,7.66203812,21.05001,63.8666044
Treatment,High Value,346.3589596,545.9562762,94.65417037,93.42078292,,199.5973166,-1.23338745,23.317,57.62729996
Treatment,,205.3271313,328.512701,,,Yes,123.1855697,0,0.6,59.99478438
Treatment,High Value,118.4496766,186.17653,88.29044132,93.3594866,No,67.7268534,5.06904528,21.78971,57.17774446
Treatment,,127.345911,197.9268126,62.82575021,72.30315164,Yes,70.5809016,9.47740143,15.67818,55.42455274
Treatment,High Value,188.9845766,287.8501601,100,100,Yes,98.8655835,0,24.6,52.31410165
Treatment,,130.936664,216.2302121,87.89042127,92.89924352,Yes,85.2935481,5.00882225,21.6937,65.14107317
Control,Low Value,154.2993477,197.2342351,55.16952534,51.16790129,Yes,42.9348874,-4.00162405,13.84069,27.82570895
,High Value,319.6123394,514.5046854,85.39792353,92.56821551,Yes,194.892346,7.17029198,21.0955,60.97772895
Control,Low Value,140.9010491,166.0684083,,51.11893283,Yes,25.1673592,51.11893283,0.6,17.86172591
Treatment,,131.1180934,219.6860776,71.58118353,64.42061273,Yes,88.5679842,-7.1605708,17.77948,67.54825509
Treatment,Medium Value,160.1912873,253.7297365,,46.26452667,No,93.5384492,46.26452667,0.6,58.39172078
Control,High Value,190.6011084,242.9853176,89.89729971,78.93474117,Yes,52.3842092,-10.96255854,22.17535,27.4836855
Treatment,Medium Value,,214.0122063,61.39345596,,Yes,214.0122063,-61.39345596,0,0
Control,High Value,,156.6989723,,100,Yes,156.6989723,100,0,0
Control,Medium Value,256.7507212,314.1271714,61.28097461,,No,57.3764502,-61.28097461,15.30743,22.34714276
Control,High Value,222.4154592,259.7945517,,100,Yes,37.3790925,100,0.6,16.80597771
Treatment,High Value,171.5805453,262.2064308,,68.99601415,,90.6258855,68.99601415,0.6,52.81827572
Treatment,Low Value,112.7940084,176.0667402,,36.52288018,No,63.2727318,36.52288018,0.6,56.09582698
Treatment,Low Value,136.3639297,214.7136832,47.29079635,49.5958005,Yes,78.3497535,2.30500415,11.94979,57.4563623
,Low Value,98.85488709,122.8118573,44.87079681,,Yes,23.95697021,-44.87079681,11.36899,24.2344824
Control,,134.3070897,162.1531522,45.7284274,47.04862266,No,27.8460625,1.32019526,11.57482,20.73312925
Treatment,High Value,317.6946726,496.787027,69.56113085,84.65559463,Yes,179.0923544,15.09446378,17.29467,56.37247642
Treatment,Medium Value,190.6107812,312.3525332,63.97931675,63.15345007,,121.741752,-0.82586668,15.95504,63.86928968
Treatment,,159.7569677,266.6994227,,92.17967393,Yes,106.942455,92.17967393,0.6,66.9407141
Treatment,Low Value,197.0446682,316.3331791,44.61591873,53.34007047,Yes,119.2885109,8.72415174,11.30782,60.5388169
Treatment,Low Value,118.9862214,185.0130607,52.42777954,44.76265083,No,66.0268393,-7.66512871,13.18267,55.49116404
,Medium Value,157.5381719,195.5449695,71.7667314,82.67273874,Yes,38.0067976,10.90600734,17.82402,24.12545299
Control,Low Value,79.55894084,106.0767637,,54.81466094,No,26.51782286,54.81466094,0.6,33.33104058
Control,,272.6988319,329.8979817,70.04809616,74.52820733,Yes,57.1991498,4.48011117,17.41154,20.97520895
Treatment,High Value,,329.9516952,64.18189952,87.17651844,No,329.9516952,22.99461892,0,0
Control,High Value,157.9103168,206.8742241,94.81685154,,Yes,48.9639073,-94.81685154,23.35604,31.00741503
Control,High Value,240.4900963,299.4916823,100,91.74003013,No,59.001586,-8.25996987,24.6,24.53389429
Control,High Value,138.0234716,174.1286356,100,100,No,36.105164,0,24.6,26.15871314
Control,Medium Value,125.9301714,157.1681237,,68.7884534,Yes,31.2379523,68.7884534,0.6,24.80577288
Control,High Value,177.921304,222.099286,90.00889918,,Yes,44.177982,-90.00889918,22.20214,24.83006869
Treatment,Low Value,108.945105,177.5466442,50.22779812,43.85499231,No,68.6015392,-6.37280581,12.65467,62.96890457
Control,Low Value,128.1181117,150.5106572,49.60359842,45.72653514,Yes,22.3925455,-3.87706328,12.50486,17.47804834
Treatment,,,252.2830497,45.97536756,47.18880899,Yes,252.2830497,1.21344143,0,0
Treatment,Low Value,159.2983661,253.7060557,44.18088253,50.06665699,Yes,94.4076896,5.88577446,11.20341,59.26469424
Treatment,Medium Value,115.9701569,205.4514486,50.26274292,46.75046143,Yes,89.4812917,-3.51228149,12.66306,77.15889509
,Low Value,153.6351076,264.1146902,57.5499826,53.83488428,No,110.4795826,-3.71509832,14.412,71.91037539
Treatment,Medium Value,210.8971499,332.0895157,74.86398841,,,121.1923658,-74.86398841,18.56736,57.46515107
,Low Value,88.05821284,110.3246371,72.18301004,27.33792527,Yes,22.26642426,-44.84508477,17.92392,25.28602789
Control,,152.987472,,80.70042898,81.47764118,No,-152.987472,0.7772122,19.9681,-100
Treatment,,165.0146525,254.9077409,89.31947117,86.61270393,Yes,89.8930884,-2.70676724,22.03667,54.47582202
Treatment,Medium Value,,280.6347198,51.42179599,69.71221055,No,280.6347198,18.29041456,0,0
Treatment,,,160.5400661,56.69444784,40.17659968,Yes,160.5400661,-16.51784816,0,0
Control,,,178.6848022,,76.79857962,Yes,178.6848022,76.79857962,0,0
Treatment,High Value,237.191745,365.7976827,100,100,No,128.6059377,0,24.6,54.22024181
Control,High Value,259.2362348,295.3172149,77.87723905,56.44594852,No,36.0809801,-21.43129053,19.29054,13.91818552
Treatment,Low Value,176.130254,270.9474681,59.87450456,50.18318039,,94.8172141,-9.69132417,14.96988,53.83357597
Control,High Value,49.78371496,69.74533359,96.0728254,84.34157992,Yes,19.96161863,-11.73124548,23.65748,40.09668352
Treatment,High Value,157.7982977,264.4180697,99.94603416,92.69335655,Yes,106.619772,-7.25267761,24.58705,67.56712433
Control,High Value,227.5134774,264.0091917,75.90032247,96.49487018,Yes,36.4957143,20.59454771,18.81608,16.04112192
Treatment,Low Value,243.7700071,375.2310182,47.37498581,51.87774818,Yes,131.4610111,4.50276237,11.97,53.92829605
Control,Low Value,169.8684824,214.1328738,56.58001367,74.70206111,Yes,44.2643914,18.12204744,14.1792,26.05803665
Control,High Value,206.5670143,246.4144076,99.97232062,100,No,39.8473933,0.02767938,24.59336,19.29029833
,Low Value,152.6062339,184.0943465,52.85136949,54.10392975,Yes,31.4881126,1.25256026,13.28433,20.63356902
Control,Medium Value,113.8767507,136.3368889,49.46240428,68.28520369,Yes,22.4601382,18.82279941,12.47098,19.72319904
Control,,219.5772415,273.9747808,100,75.58023089,Yes,54.3975393,-24.41976911,24.6,24.77376022
Control,,103.2494417,136.6539076,61.69256106,62.89122882,Yes,33.4044659,1.19866776,15.40621,32.35316855
Control,Low Value,152.3454631,186.7322285,47.37988254,54.81378588,No,34.3867654,7.43390334,11.97117,22.57157168
,,210.033449,329.3773586,98.49483948,100,No,119.3439096,1.50516052,24.23876,56.82138258
Treatment,Low Value,165.4775987,261.1193406,55.35721211,65.97322012,,95.6417419,10.61600801,13.88573,57.79739533
Treatment,High Value,131.7347736,218.9067517,76.54070328,83.31214619,No,87.1719781,6.77144291,18.96977,66.17233682
,,130.0972389,211.2822765,58.89627501,72.74928791,Yes,81.1850376,13.8530129,14.73511,62.40335174
Treatment,Medium Value,,331.8492912,65.96730062,84.5664663,No,331.8492912,18.59916568,0,0
,High Value,206.6920722,252.0211746,68.49166329,80.94707417,Yes,45.3291024,12.45541088,17.038,21.9307407
Control,Medium Value,148.6593648,177.8814024,78.27716542,73.38570648,No,29.2220376,-4.89145894,19.38652,19.65704457
Control,,144.9934803,173.7627447,100,100,,28.7692644,0,24.6,19.84176415
Control,Low Value,198.5466116,234.0371428,33.51165498,43.61439808,Yes,35.4905312,10.1027431,8.6428,17.87516338
Control,Medium Value,179.2688823,226.0448998,69.95569331,72.40088522,Yes,46.7760175,2.44519191,17.38937,26.09265864
Treatment,Low Value,104.6179902,151.5025571,54.06460008,63.7625912,No,46.8845669,9.69799112,13.5755,44.81501395
Treatment,High Value,192.7128118,,70.07004682,76.72598141,Yes,-192.7128118,6.65593459,17.41681,-100
Treatment,High Value,156.5913723,249.6106781,98.60340417,98.76544321,Yes,93.0193058,0.16203904,24.26482,59.40257399
Treatment,,209.896498,332.1750679,73.31688591,81.02473865,Yes,122.2785699,7.70785274,18.19605,58.25660317
,High Value,264.6144199,317.6815828,87.19516491,75.2999505,,53.0671629,-11.89521441,21.52684,20.05452421
Control,High Value,136.6174379,166.2332046,75.4150146,86.72167585,No,29.6157667,11.30666125,18.6996,21.6778818
Control,Medium Value,181.0427399,231.9370726,58.1887308,,No,50.8943327,-58.1887308,14.5653,28.11177776
Treatment,High Value,,320.9987639,,100,Yes,320.9987639,100,0,0
